contig length Sample90 Sample91 Sample92 Sample93 Sample94 Sample95 Sample96 Sample97 Sample98 Sample99 Sample9
k127_255963806_3 1644 3.65501537920821e-08 1.22303240305106e-07 3.63999145038808e-08 0 0 0 0 0 0 0 6.95882044931503e-08
k127_210206232_8 5805 0 0 0 0 0 0 0 0 0 0 1.39176408986301e-07
k127_216792222_1 360 3.65501537920821e-08 6.11516201525531e-08 3.63999145038808e-08 0 0 0 0 0 0 0 3.47941022465752e-08
k127_138214081_1 1467 0 0 0 7.1124270832282e-07 1.02993509795318e-07 2.68574754732738e-07 0 5.24352365838548e-07 0 0 0
k127_236380228_2 858 0 0 0 5.08030505944871e-07 9.61272758089634e-07 0 0 5.24352365838548e-07 4.00921186587392e-07 1.02846704210513e-07 0
k127_190587408_2 1812 0 0 0 6.77374007926495e-08 1.08486496984402e-05 1.69202095481625e-05 6.34968306169686e-06 2.2022799365219e-06 2.00460593293696e-07 9.25620337894619e-06 0
k127_157896913_1 1179 0 0 0 3.38687003963248e-07 1.32518315936642e-05 2.81619814248328e-05 2.06086204634021e-05 1.01724358972678e-05 3.25748464102256e-07 4.27842289515735e-05 0
k127_157896913_2 921 0 0 0 1.01606101188974e-07 1.04710068291907e-05 2.85456596458796e-05 1.68210902160741e-05 1.0120000660684e-05 3.50806038263968e-07 3.48136093752587e-05 0
k127_33519577_5 891 0 0 0 0 0 0 0 0 0 0 0
k127_66241052_24 1272 0 0 0 1.35474801585299e-06 3.29579231345017e-06 1.88002328312917e-06 4.0474587937132e-06 1.0487047316771e-07 3.30759978934599e-06 1.79981732368398e-06 0
k127_157897604_3 753 3.65501537920821e-08 1.52879050381383e-07 1.09199743511642e-07 9.72031701374521e-06 1.00247016200776e-05 7.09804708936522e-06 1.0025815360574e-06 4.08994845354068e-06 7.91819343510099e-06 8.74196985789362e-07 3.47941022465752e-08
k127_26955853_9 1449 4.38601845504985e-07 0 6.91598375573735e-07 0 0 0 0 0 0 0 0
k127_210207779_20 1938 0 0 0 1.09734589284092e-05 4.66903911072108e-06 4.94944905150331e-06 3.08200990713941e-06 2.03973070311195e-05 6.96600561695594e-06 9.77043689999875e-07 0
k127_26955978_2 654 0 0 0 6.77374007926495e-07 1.02993509795318e-07 0 7.42652989672148e-08 0 3.08208162189058e-06 5.65656873157823e-07 0
k127_171024258_2 894 3.65501537920821e-08 0 0 0 3.43311699317726e-08 0 0 5.24352365838548e-08 0 0 3.47941022465752e-08
k127_98971713_33 600 0 0 0 4.40293105152222e-07 4.46305209113044e-07 2.30206932628061e-07 0 1.57305709751564e-07 7.5172722485136e-07 0 0
k127_223300137_1 903 0 0 0 1.21249947418843e-05 3.05547412392776e-06 5.37149509465476e-06 9.46882561831988e-06 2.35958564627347e-06 4.76093909072528e-06 2.67401430947334e-06 0
k127_85895588_2 273 0 0 0 0 0 0 0 0 0 0 0
k127_138216901_2 567 1.56800159768032e-05 7.39934603845893e-06 1.77631582778938e-05 7.45111408719145e-07 7.82750674444416e-06 2.30206932628061e-06 2.04229572159841e-06 1.45769957703116e-05 1.59115595926871e-05 0.000121821921137353 3.0792780488219e-05
k127_229806565_2 3918 0 2.44606480610212e-07 7.27998290077616e-08 0 1.71655849658863e-07 0 0 0 0 0 3.82735124712327e-07
k127_255968482_1 1125 0 0 0 8.59587616058722e-05 2.53364034096482e-05 0.000110806270238307 0.000272145188065359 1.19552339411189e-05 4.72585848689889e-05 1.97465672084185e-05 0
k127_242915817_8 5523 0 1.83454860457659e-07 0 7.31563928560615e-06 3.19279880365486e-06 7.67356442093537e-08 7.42652989672148e-08 1.10113996826095e-06 0 0 0
k127_197165950_1 1992 0 3.05758100762766e-08 2.54799401527166e-07 3.38687003963248e-08 6.86623398635453e-08 0 0 1.57305709751564e-07 0 0 6.95882044931503e-08
k127_138218737_2 564 0 0 0 1.08041154264276e-05 3.94808454215385e-06 9.36174859354115e-06 9.28316237090185e-06 3.8277722706214e-06 1.65379989467299e-05 2.10835743631552e-06 0
k127_98974899_1 2022 0 0 0 5.75767906737521e-07 2.55767215991706e-05 3.56437067352448e-05 1.05085398038609e-05 2.46445611944118e-06 3.00690889940544e-07 2.43232455457864e-05 0
k127_46628471_1 1017 0 0 0 0 9.75005226062343e-06 1.23160708956013e-05 7.27799929878705e-06 2.25471517310576e-06 1.00230296646848e-07 1.04389404773671e-05 0
k127_105531909_1 390 0 0 0 0 0 0 0 0 0 0 6.95882044931503e-08
k127_13911296_2 1311 0 0 0 4.36906235112589e-06 5.83629888840135e-06 5.71680549359685e-06 1.1919580484238e-05 6.23979315347872e-06 7.31681165521991e-06 2.41689754894706e-06 0
k127_13911370_3 3114 9.72234090869384e-06 1.19551417398241e-05 8.66317965192363e-06 2.02196141366059e-05 1.56893446588201e-05 1.96443249175946e-05 7.79785639155755e-06 2.73711934967722e-05 2.3754580305303e-05 2.3654741968418e-06 1.75014334300273e-05
k127_151358718_1 1332 0 0 0 9.82192311493418e-07 4.71023651463921e-05 7.88842422472156e-05 4.20341592154436e-05 1.13784463386965e-05 9.27130243983344e-07 6.13480590615711e-05 0
k127_151358718_2 849 0 0 0 4.40293105152222e-07 1.83671759134984e-05 3.26893844331847e-05 1.57813760305331e-05 3.88020750720526e-06 4.25978760749104e-07 2.44775156021021e-05 0
k127_40079875_1 3174 0 0 0 4.60614325390017e-06 2.74649359454181e-07 1.18940248524498e-06 2.97061195868859e-07 2.88393801211202e-06 1.02736054063019e-06 2.57116760526283e-07 0
k127_40079875_18 2001 0 0 0 2.26920292655376e-06 4.11974039181272e-07 6.90620797884183e-07 7.42652989672148e-08 6.81658075590113e-07 1.50345444970272e-07 2.05693408421026e-07 0
k127_66246897_5 2109 0 0 0 2.47241512893171e-06 1.02993509795318e-07 1.15103466314031e-07 0 0 0 0 0
k127_131680222_1 1986 0 0 0 5.08030505944871e-07 6.86623398635453e-08 1.18940248524498e-06 1.4853059793443e-07 5.24352365838548e-06 3.7586361242568e-07 7.19926929473592e-07 0
k127_66247340_1 4152 6.43282706740645e-06 4.58637151144148e-06 4.40438965496958e-06 4.47066845231487e-06 0 1.53471288418707e-07 0 0 2.36292924344944e-05 0 4.27967457632874e-06
k127_144817751_1 1932 1.09650461376246e-07 3.36333910839042e-07 0 0 0 0 0 0 0 0 3.13146920219176e-07
k127_40080543_4 795 0 1.22303240305106e-07 0 6.77374007926495e-08 0 0 0 0 0 1.02846704210513e-07 0
k127_197169372_11 1092 0 0 0 3.08205173606555e-06 8.23948078362543e-07 6.1388515367483e-07 5.19857092770503e-07 1.78279804385106e-06 1.95449078461354e-06 3.0854011263154e-07 0
k127_177520893_1 2211 7.31003075841642e-08 6.11516201525531e-08 0 0 0 0 0 0 0 0 0
k127_112109763_8 921 0 0 0 7.45111408719145e-07 0 0 0 3.14611419503129e-07 0 0 0
k127_144818714_4 621 0 3.05758100762766e-08 3.63999145038808e-08 0 0 0 0 0 0 0 3.47941022465752e-08
k127_203711806_2 240 0 0 0 0 0 0 0 0 0 0 0
k127_125158233_9 807 0 0 0 9.14454910700768e-07 2.84948710433713e-06 2.30206932628061e-07 2.59928546385252e-07 0 1.22782113392389e-06 3.44536459105219e-06 0
k127_800802_1 795 8.40653537217889e-07 1.58994212396638e-06 5.09598803054331e-07 8.46717509908119e-07 1.33891562733913e-06 1.45797723997772e-06 1.03971418554101e-06 3.8277722706214e-06 1.0524181147919e-06 1.38843050684193e-06 1.56573460109588e-06
k127_800802_3 168 4.38601845504985e-07 1.07015335266968e-06 2.18399487023285e-07 3.38687003963248e-07 4.80636379044817e-07 6.52252975779507e-07 5.19857092770503e-07 7.34093312173968e-07 5.26209057395952e-07 9.25620337894619e-07 5.91499738191778e-07
k127_59720255_1 1509 5.48252306881232e-07 1.19245659297479e-06 6.91598375573735e-07 0 9.61272758089634e-07 0 0 1.0487047316771e-07 1.00230296646848e-07 0 4.17529226958902e-07
k127_20421494_1 3606 0 3.36333910839042e-07 0 0 0 0 0 0 0 0 3.47941022465752e-07
k127_92441899_2 1008 0 0 0 1.01606101188974e-07 2.36885072529231e-06 7.55846095462134e-06 5.43993314934848e-05 1.57305709751564e-07 2.93424193433648e-05 8.74196985789362e-07 0
k127_46634491_1 1683 0 0 0 7.1124270832282e-07 1.37324679727091e-07 3.45310398942092e-07 0 0 9.52187818145056e-07 0 0
k127_92442264_2 1161 1.82750768960411e-07 3.05758100762766e-08 3.63999145038808e-08 0 0 0 0 0 0 0 6.95882044931503e-08
k127_203715230_4 111 0 0 0 3.38687003963248e-08 1.02993509795318e-06 8.44092086302891e-07 8.91183587606577e-07 2.09740946335419e-07 5.0115148323424e-08 1.59412391526295e-06 0
k127_184067524_2 786 0 0 0 1.01606101188974e-07 3.77642869249499e-07 2.99269012416479e-06 7.79785639155755e-07 3.51316085111827e-06 4.51036334910816e-07 1.43985385894718e-06 0
k127_20422738_6 1356 0 0 0 0 0 4.60413865256122e-07 7.42652989672148e-08 0 5.0115148323424e-08 0 0
k127_125161334_13 495 6.79832860532727e-06 4.67809894167031e-06 1.0082776317575e-05 3.04818303566923e-07 2.8838182742689e-06 1.30450595155901e-06 1.03971418554101e-06 7.86528548757822e-06 4.98645725818069e-06 7.05014157363068e-05 2.25813723580273e-05
k127_216804260_2 1029 0 0 0 4.40293105152222e-07 2.74649359454181e-07 0 0 3.14611419503129e-07 1.20276355976218e-06 1.5427005631577e-07 0
k127_72762947_1 1440 0 0 0 9.82192311493418e-07 3.30952478142288e-05 5.95468599064585e-05 2.78866197621891e-05 8.75668450950376e-06 2.75633315778832e-07 4.56639366694679e-05 0
k127_72762947_2 1236 0 0 0 5.41899206341196e-07 2.90098385923479e-05 5.17198241971044e-05 2.45075486591809e-05 8.49450832658448e-06 4.76093909072528e-07 3.95959811210476e-05 0
k127_72762947_3 2073 0 0 0 1.79504112100521e-06 8.78877950253379e-05 0.000152090046822939 6.86211362457064e-05 2.89442505942879e-05 1.75403019131984e-06 0.000119816410405248 0
k127_72762947_6 4737 0 0 0 2.98044563487658e-06 0.000146868744968123 0.000271605812679007 0.000110172571017863 4.69295367425501e-05 2.95679375108202e-06 0.000197825635548922 0
k127_72762947_7 696 0 0 0 8.80586210304444e-07 3.02800918798235e-05 4.62332256361356e-05 2.65127117312957e-05 8.23233214366521e-06 3.7586361242568e-07 4.23214187826262e-05 0
k127_72762947_8 1455 0 0 0 1.04992971228607e-06 5.13937613878636e-05 8.19153001934851e-05 3.9063547256755e-05 1.73560633092559e-05 1.0524181147919e-06 6.82387882436755e-05 0
k127_72762947_10 1842 0 0 0 1.15153581347504e-06 5.5410508269881e-05 8.23373462366365e-05 3.92120778546894e-05 1.64646642873304e-05 7.01612076527936e-07 7.23526564120961e-05 0
k127_20423310_6 1269 0 0 0 6.77374007926495e-08 9.61272758089634e-07 0 0 9.96269495093242e-07 4.25978760749104e-07 0 0
k127_26967137_3 510 0 0 0 2.70949603170598e-07 1.12262925676897e-05 2.66272685406457e-05 1.64126310717545e-05 6.34466362664643e-06 4.00921186587392e-07 2.87970771789437e-05 0
k127_197174337_1 1530 0 0 0 1.01606101188974e-07 6.72890930662744e-06 8.90133472828503e-06 3.19340785559024e-06 1.94010375360263e-06 0 8.38200639315683e-06 0
k127_26967978_2 168 0 3.05758100762766e-08 0 1.35474801585299e-07 7.55285738498998e-07 7.67356442093537e-08 0 0 0 0 3.47941022465752e-08
k127_203718303_3 1938 1.79095753581202e-06 1.49821469373755e-06 9.82797691604782e-07 6.09636607133846e-07 0 0 0 0 2.55587256449463e-06 0 8.35058453917804e-07
k127_46638896_2 402 0 0 0 4.74161805548547e-07 0 0 0 5.24352365838548e-08 0 0 0
k127_131688589_1 1296 5.1170215308915e-07 1.22303240305106e-07 0 1.35474801585299e-07 0 0 0 0 4.51036334910816e-07 0 0
k127_98986996_5 3288 0 0 0 1.55796021823094e-06 5.56164952894717e-06 7.67356442093537e-08 1.4853059793443e-07 5.03378271205006e-06 1.02736054063019e-06 2.05693408421026e-07 0
k127_98986996_14 1578 0 0 0 1.52409151783461e-06 2.43751306515586e-06 1.91839110523384e-07 1.85663247418037e-07 2.56932659260889e-06 9.02072669821632e-07 2.05693408421026e-07 0
k127_125165676_4 2058 0 0 0 2.23533422615743e-06 7.14088334580871e-06 5.29475945044541e-06 8.72617262864773e-06 1.15357520484481e-06 8.29405704752668e-06 3.54821129526271e-06 0
k127_210221960_10 2472 0 0 0 7.1124270832282e-06 6.31693526744617e-06 5.1412881620267e-06 3.97319349474599e-06 1.0487047316771e-06 6.86577532030909e-06 5.29660526684143e-06 0
k127_236397403_12 2433 0 0 0 8.73812470225179e-06 2.78082476447358e-06 1.20474961408685e-05 3.7169782133091e-05 6.81658075590113e-07 2.33035439703922e-06 2.05693408421026e-06 0
k127_144828002_3 810 0 6.11516201525531e-08 0 8.60264990066649e-06 8.82311067246557e-06 6.52252975779507e-06 2.97061195868859e-07 3.14611419503129e-06 5.46255116725322e-06 4.62810168947309e-07 0
k127_79362737_1 657 0 0 0 1.01606101188974e-07 3.77642869249499e-07 3.45310398942092e-07 0 0 6.76554502366224e-07 3.0854011263154e-07 0
k127_210223691_2 357 0 0 0 2.81110213289495e-06 4.80636379044817e-06 4.48903518624719e-06 1.30335599687462e-05 1.20601044142866e-06 3.53311795680139e-06 3.03397777421014e-06 0
k127_210223691_3 1785 0 0 0 1.57828143846873e-05 2.92158256119385e-05 2.65889007185411e-05 7.4339564266182e-05 8.07502643391364e-06 1.7314783745743e-05 1.66611660821031e-05 0
k127_210223691_4 1599 0 0 0 0.000266749884321454 2.34825202333325e-05 0.000163638761276447 9.87728476263956e-05 7.12070512808748e-05 6.18922081794287e-05 4.2887075655784e-05 0
k127_210223691_5 783 0 0 0 0.000130902527031795 1.08829808683719e-05 8.37953234766143e-05 4.84581075761076e-05 3.34012457039155e-05 3.1672773740404e-05 2.30890850952602e-05 0
k127_40091456_1 504 0 0 0 6.09636607133846e-07 9.61272758089634e-07 1.03593119682628e-06 1.37390803089347e-06 2.62176182919274e-07 1.00230296646848e-06 3.59963464736796e-07 0
k127_40091456_13 1140 0 0 0 1.38861671624932e-06 1.85388317631572e-06 1.6498163505011e-06 3.63899964939352e-06 1.41575138776408e-06 3.132196770214e-06 4.11386816842053e-07 0
k127_85913919_1 864 0 0 0 1.9609977529472e-05 1.38354614825044e-05 2.02198422491647e-05 2.52873342983366e-05 7.70797977782666e-06 3.02695495873481e-05 6.17080225263079e-06 0
k127_131692685_1 732 0 0 0 3.5562135416141e-06 0.000148447978784985 0.000195023639758072 0.000104565540945838 3.64424894257791e-05 2.35541197120093e-06 0.000180701659297872 0
k127_131692685_2 435 0 0 0 1.08379841268239e-06 4.18840273167626e-05 5.59402846286189e-05 3.40877722259516e-05 1.23222805972059e-05 6.264393540428e-07 4.95721114294674e-05 0
k127_249487197_1 1362 0 0 0 5.75767906737521e-07 1.30458445740736e-06 7.67356442093537e-08 8.68903997916413e-06 2.6741970657766e-06 8.7701509565992e-07 2.57116760526283e-06 0
k127_157917270_3 3183 0 0 0 7.45111408719145e-07 2.54050657495118e-06 2.68574754732738e-07 1.64497637212381e-05 6.39709886323029e-06 1.62874232051128e-06 3.80532805578899e-06 0
k127_144830047_1 1887 0 0 0 1.11766711307872e-06 7.53225868303092e-05 0.000122623559446547 5.88923820810013e-05 2.39104678822378e-05 1.75403019131984e-06 9.09679098741989e-05 0
k127_144830047_2 2214 0 0 0 9.48323611097093e-07 6.05601837596469e-05 0.000102250245908964 4.97206176585503e-05 1.89815556433554e-05 9.77245392306768e-07 8.83967422689361e-05 0
k127_144830047_3 1209 0 0 0 6.4350530753017e-07 2.62976761677378e-05 4.43532023530064e-05 2.38020283189923e-05 7.6555445412428e-06 7.5172722485136e-07 3.58934997694691e-05 0
k127_144830047_5 1437 0 0 0 3.04818303566923e-07 2.79112411545312e-05 4.8918973183463e-05 2.36163650715743e-05 8.80911974608761e-06 6.51496928204512e-07 3.89274775436793e-05 0
k127_144830047_8 1323 0 0 0 9.14454910700768e-07 3.92748584019479e-05 6.7911045125278e-05 3.5276017009427e-05 1.04346120801871e-05 7.01612076527936e-07 5.06005784715725e-05 0
k127_13925708_5 855 0 0 0 4.03037534716265e-06 0.000116931964787618 0.000141500527922048 7.38197071734115e-05 2.53262192700019e-05 2.12989380374552e-06 0.000139511554261561 0
k127_210224984_1 1383 0 0 0 3.72555704359572e-07 1.54146952993659e-05 1.6383060038697e-05 9.0603664740002e-06 3.04124372186358e-06 4.25978760749104e-07 1.91809103352607e-05 0
k127_249488047_1 1179 0 0 0 2.03212202377949e-07 1.24622146852335e-05 5.67843767149217e-06 5.45849947409029e-06 1.0487047316771e-06 1.2528787080856e-07 7.86777287210426e-06 0
k127_171044331_2 894 0 0 0 1.35474801585299e-07 7.20954568567225e-07 1.15103466314031e-07 1.4853059793443e-07 5.76787602422403e-07 1.00230296646848e-07 6.17080225263079e-07 0
k127_236402496_2 426 0 0 0 1.08379841268239e-05 7.48419504512643e-06 1.46181402218819e-05 1.35534170615167e-05 6.501969336398e-06 2.04720380901187e-05 3.29109453473642e-06 0
k127_236402496_3 327 0 0 0 1.77810677080705e-05 9.50973407110102e-06 1.71120486586859e-05 1.80464676490332e-05 7.23606264857197e-06 2.87911527118071e-05 4.16529152052579e-06 0
k127_236402496_4 1584 0 0 0 3.75603887395242e-05 4.49738326106222e-06 2.73946249827393e-05 4.09944450299026e-05 1.05919177899387e-05 4.5153748639405e-05 4.62810168947309e-06 0
k127_236402496_5 459 0 0 0 1.67650066961808e-05 4.87502613031171e-06 1.41193585345211e-05 1.4184672102738e-05 3.51316085111827e-06 1.77157049323304e-05 2.00551073210501e-06 0
k127_92453207_8 2580 0 0 0 7.45111408719145e-07 8.58279248294316e-07 7.67356442093537e-08 3.34193845352466e-07 0 1.0524181147919e-06 5.14233521052566e-08 0
k127_26977567_2 1020 6.9445292204956e-07 1.83454860457659e-07 2.54799401527166e-07 3.38687003963248e-08 3.43311699317726e-08 0 0 0 5.0115148323424e-08 0 2.78352817972601e-07
k127_92454284_8 753 0 0 0 1.69343501981624e-07 3.36445465331372e-06 8.13397828619149e-06 1.59670392779512e-06 1.20601044142866e-06 1.00230296646848e-07 2.62259095736809e-06 0
k127_125172578_3 486 0 0 1.09199743511642e-07 0 0 0 3.71326494836074e-08 0 0 0 0
k127_216817490_2 2799 0 2.75182290686489e-07 3.63999145038808e-08 0 0 0 0 0 0 0 0
k127_59737036_1 1410 0 0 0 1.04992971228607e-06 7.52539244904456e-05 0.000128915882271714 6.39052897612883e-05 2.2389846021306e-05 1.6788574688347e-06 0.000112668564462617 0
k127_59737036_2 837 0 0 0 5.41899206341196e-07 4.32229429441017e-05 7.0174746629454e-05 3.97690675969435e-05 1.29515034362121e-05 6.76554502366224e-07 6.19651392868342e-05 0
k127_79370590_1 510 7.31003075841642e-08 0 0 7.45111408719145e-07 0 0 0 0 0 0 0
k127_79370590_2 561 1.09650461376246e-07 0 0 4.06424404755897e-07 0 0 0 0 0 0 0
k127_216818161_3 888 0 9.17274302288297e-08 0 3.1497891368582e-06 1.71655849658863e-06 7.67356442093537e-08 0 7.34093312173968e-07 3.7586361242568e-07 0 0
k127_72776260_14 1773 0 0 0 3.4207387400288e-06 1.37324679727091e-07 2.30206932628061e-07 1.4853059793443e-07 2.2022799365219e-06 1.0524181147919e-06 6.17080225263079e-07 0
k127_190612780_25 3042 0 0 0 0 1.02993509795318e-07 0 0 0 0 0 0
k127_72776307_9 621 1.82750768960411e-07 1.22303240305106e-07 3.63999145038808e-08 0 0 0 0 1.57305709751564e-07 2.25518167455408e-07 1.5427005631577e-06 2.78352817972601e-07
k127_144836948_1 1248 0 0 0 1.69343501981624e-07 1.02993509795318e-07 0 4.82724443286896e-07 0 2.75633315778832e-07 1.02846704210513e-07 0
k127_177540410_2 3978 0 0 0 1.11766711307872e-06 3.08980529385954e-07 3.45310398942092e-07 4.08459144319681e-07 2.09740946335419e-07 1.0524181147919e-06 1.02846704210513e-07 0
k127_112130198_1 603 2.59506091923783e-06 1.19245659297479e-06 3.13039264733375e-06 6.77374007926495e-08 8.23948078362543e-07 3.45310398942092e-07 2.22795896901644e-07 1.73036280726721e-06 2.15495137790723e-06 1.99008372647343e-05 6.81964404032873e-06
k127_26982011_21 795 3.65501537920821e-08 3.05758100762766e-08 0 1.11766711307872e-06 2.95248061413245e-06 3.83678221046769e-08 2.22795896901644e-07 2.46445611944118e-06 4.96139968401898e-06 1.02846704210513e-07 0
k127_223325170_2 1686 1.46200615168328e-07 0 0 1.01606101188974e-06 2.78082476447358e-06 3.83678221046769e-08 0 1.73036280726721e-06 8.26899947336496e-07 1.5427005631577e-07 0
k127_819883_2 7800 7.31003075841642e-08 1.39425693947821e-05 6.58838452520243e-06 3.04818303566923e-07 4.80636379044817e-07 7.67356442093537e-08 0 1.46818662434794e-06 3.50806038263968e-07 0 1.42655819210958e-06
k127_821224_1 801 0 0 0 1.93051592259051e-06 3.43311699317726e-06 1.76491981681514e-06 1.40732741542872e-05 4.08994845354068e-06 2.83150588027346e-06 4.2681382247363e-06 0
k127_171054469_2 780 0 0 0 8.70425600185546e-06 1.68222732665686e-06 6.1388515367483e-06 3.19340785559024e-05 1.0487047316771e-06 2.61350498506656e-05 2.00551073210501e-06 0
k127_242943254_1 1074 0 0 0 5.08030505944871e-07 1.90537993121338e-05 4.06315236088528e-05 2.13512734530742e-05 5.97761697055945e-06 3.50806038263968e-07 3.52249961921008e-05 0
k127_242943323_3 1089 0 0 0 1.35474801585299e-07 2.74649359454181e-07 8.82459908407568e-07 1.4853059793443e-07 2.62176182919274e-07 2.75633315778832e-07 5.14233521052566e-07 0
k127_53164881_2 7998 0 0 0 6.09636607133846e-06 0 7.67356442093537e-08 0 1.6254923340995e-06 5.0115148323424e-08 1.02846704210513e-07 0
k127_197191308_2 1353 0 0 0 1.21927321426769e-06 6.05601837596469e-05 0.000100024912226893 5.23199031224028e-05 1.70414518897528e-05 1.0524181147919e-06 9.00937128884096e-05 0
k127_197191308_4 462 0 0 0 6.4350530753017e-07 2.21436046059934e-05 3.17301888805678e-05 1.91233144840578e-05 5.19108842180163e-06 3.25748464102256e-07 2.83342670099964e-05 0
k127_197191308_5 1254 0 0 0 6.09636607133846e-07 5.14624237277272e-05 7.63903338104116e-05 3.70212515351566e-05 1.23222805972059e-05 4.25978760749104e-07 6.27364895684131e-05 0
k127_823825_15 975 0 0 0 2.16759682536478e-06 1.71655849658863e-06 1.91839110523384e-06 2.0051630721148e-06 0 3.23242706686085e-06 1.64554726736821e-06 0
k127_210236406_3 393 7.31003075841642e-07 1.37591145343245e-06 4.3679897404657e-07 3.2852639384435e-06 3.87942220229031e-06 9.59195552616921e-07 7.42652989672148e-07 6.65927504614956e-06 4.30990275581447e-06 0 9.04646658410954e-07
k127_242945251_1 1476 7.31003075841642e-07 1.0395775425934e-06 8.37198033589259e-07 7.45111408719145e-07 0 0 0 5.24352365838548e-08 3.28254221518427e-06 0 8.35058453917804e-07
k127_40105428_1 2313 8.5892861411393e-06 5.77882810441627e-06 6.62478443970631e-06 2.33694032734641e-06 0 7.67356442093537e-08 0 0 1.50846596453506e-05 0 4.4884391898082e-06
k127_105561279_23 3612 0 0 0 6.09636607133846e-07 2.05987019590636e-07 5.06455251781735e-06 6.68387690704933e-07 2.09740946335419e-07 4.25978760749104e-07 3.0854011263154e-07 0
k127_92464312_1 732 0 0 0 1.35474801585299e-07 6.9005651562863e-06 8.44092086302891e-06 3.75039759784435e-06 1.0487047316771e-06 2.5057574161712e-08 6.47934236526233e-06 0
k127_144845388_3 6141 0 3.05758100762766e-07 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_177548692_8 651 0 0 0 1.69343501981624e-07 3.77642869249499e-07 1.15103466314031e-07 7.42652989672148e-08 3.67046656086984e-07 0 1.5427005631577e-07 0
k127_242946806_2 609 0 0 3.63999145038808e-08 1.25314191466402e-06 0 1.11266684103563e-06 2.59928546385252e-07 7.97015596074593e-06 1.2528787080856e-07 7.19926929473592e-07 3.47941022465752e-08
k127_66273830_2 768 0 0 0 1.32087931545667e-06 1.37324679727091e-07 7.67356442093537e-08 3.04487725765581e-06 1.0487047316771e-07 9.27130243983344e-07 0 0
k127_40108077_2 2790 0 0 0 2.68917481146819e-05 1.2084571815984e-05 2.22917046428173e-05 4.57845568132879e-05 4.50943034621151e-06 2.08228441283827e-05 9.15335667473568e-06 0
k127_53169349_1 1512 1.46200615168328e-07 0 7.27998290077616e-08 0 6.86623398635453e-08 0 0 0 0 0 3.47941022465752e-08
k127_144848318_3 2391 0 0 0 2.33694032734641e-06 9.16642237178329e-06 6.44579411358571e-06 1.00629480100576e-05 9.96269495093242e-07 9.22118729151002e-06 2.87970771789437e-06 0
k127_46662319_1 1944 0 0 0 7.78980109115469e-07 1.48997277503893e-05 1.57308070629175e-05 8.16918288639363e-06 2.04497422677034e-06 2.5057574161712e-08 1.38843050684193e-05 0
k127_13943916_2 816 3.65501537920821e-08 0 0 1.23282069442622e-05 3.36445465331372e-06 6.10048371464362e-06 1.09169989481806e-05 1.67792757068335e-06 4.71082394240186e-06 2.41689754894706e-06 3.47941022465752e-08
k127_197196277_8 1977 0 0 0 5.31738596222299e-06 2.23152604556522e-06 4.6425064746659e-06 8.91183587606577e-07 6.18735791689487e-06 3.38277251183112e-06 1.02846704210513e-06 0
k127_177553026_4 1260 0 0 0 3.72555704359572e-07 2.55423904292388e-05 3.78690404173161e-05 1.74894779067791e-05 5.34839413155319e-06 1.00230296646848e-07 3.21910184178906e-05 0
k127_46664594_1 510 2.55851076544575e-07 1.83454860457659e-07 1.09199743511642e-07 0 0 3.83678221046769e-08 1.11397948450822e-07 3.61803132428598e-06 2.5057574161712e-08 3.0854011263154e-07 2.78352817972601e-07
k127_92469883_1 1263 0 0 0 6.77374007926495e-08 1.81955200638395e-06 3.83678221046769e-08 0 0 1.50345444970272e-07 0 0
k127_85936532_1 936 0 0 0 6.50279047609435e-06 2.64350008474649e-06 1.08197258335189e-05 5.56989742254111e-06 4.14238369012453e-06 4.53542092326987e-06 8.22773633684106e-06 0
k127_229842777_2 807 0 1.22303240305106e-07 3.63999145038808e-08 9.21228650780033e-06 8.23948078362543e-06 6.94457580094651e-06 3.71326494836074e-07 3.67046656086984e-06 6.03887537297259e-06 1.07989039421039e-06 0
k127_7346823_1 156 0 0 0 5.01256765865606e-06 2.67783125467827e-06 3.56820745573495e-06 4.45591793803289e-06 1.6254923340995e-06 2.35541197120093e-06 1.90266402789449e-06 0
k127_20450894_2 492 0 0 0 1.01606101188974e-07 1.47624030706622e-06 7.67356442093537e-08 4.38165263906567e-06 9.96269495093242e-07 4.76093909072528e-07 1.64554726736821e-06 0
k127_20450894_4 1494 0 0 0 2.70949603170598e-07 2.98681178406422e-06 3.83678221046769e-07 9.13463177296742e-06 2.30715040968961e-06 6.51496928204512e-07 2.62259095736809e-06 0
k127_99013267_2 1998 0 6.11516201525531e-08 0 0 0 0 0 0 0 0 3.47941022465752e-08
k127_229844326_6 1437 0 0 0 1.35474801585299e-07 1.68222732665686e-06 3.41473616731624e-06 1.07684683502461e-06 4.19481892670839e-07 0 3.75390470368373e-06 0
k127_833457_3 1047 2.19300922752493e-07 0 0 2.03212202377949e-07 3.43311699317726e-07 7.67356442093537e-08 7.42652989672148e-08 3.67046656086984e-07 5.26209057395952e-07 5.14233521052566e-08 6.95882044931503e-08
k127_144854645_1 2364 0 0 0 8.12848809511794e-07 5.21490471263626e-05 6.56089757989974e-05 2.2316722339648e-05 8.91399021925532e-06 5.26209057395952e-07 5.01377683026252e-05 0
k127_53176286_10 780 0 0 7.27998290077616e-08 0 0 0 0 5.24352365838548e-08 2.5057574161712e-08 1.02846704210513e-07 0
