contig length Sample490 Sample491 Sample492 Sample493 Sample494 Sample495 Sample496 Sample497 Sample498 Sample499 Sample49 Sample500 Sample501 Sample502 Sample503 Sample504 Sample505 Sample507 Sample508 Sample509 Sample50
k127_92929536_4 1359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_112599701_1 1062 4.61976802897389e-08 0 0 0 0 0 0 0 0 4.0416089297571e-08 0 0 0 0 0 0 0 0 0 0 0
k127_40582035_8 1992 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.39979996749428e-08 4.74352158283346e-08 0 0 0 0
k127_34032134_1 822 6.92965204346084e-08 6.79768247970756e-08 0 0 0 0 5.92703968253827e-08 0 2.19028326823994e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_92930220_70 12924 0 0 0 0 0 0 0 0 0 0 0 0 4.58288305552545e-08 0 0 4.39979996749428e-08 0 0 0 0 1.2315525360761e-07
k127_223798154_7 1905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_223798154_8 9150 0 0 0 0 0 0 5.92703968253827e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 6.1577626803805e-08
k127_223798154_18 672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_79854223_2 2379 1.84790721158956e-07 1.01965237195613e-07 2.12601358760796e-08 2.12409471083424e-07 5.63528545256696e-07 4.49849886115389e-07 2.37081587301531e-07 0 1.75222661459195e-07 8.0832178595142e-08 0 2.17058352760169e-07 2.06229737498645e-07 4.61251878650074e-08 2.9814261325936e-07 1.97990998537243e-07 0 0 1.33653520389454e-07 2.04786448052014e-07 9.23664402057074e-08
k127_243415197_1 885 6.92965204346084e-08 3.39884123985378e-08 8.50405435043184e-08 0 3.55912765425282e-07 4.08954441923081e-08 5.92703968253827e-08 0 0 0 0 0 0 0 3.97523484345813e-08 0 1.18588039570837e-07 0 0 0 0
k127_40585539_3 3171 0 0 0 0 0 0 1.18540793650765e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_106031778_1 1095 2.30988401448695e-08 3.39884123985378e-07 2.55121630512955e-07 6.06884203095498e-08 2.66934574068961e-07 8.17908883846163e-08 5.92703968253827e-08 2.98657066102988e-07 3.7234815560079e-07 4.0416089297571e-08 0 0 1.37486491665764e-07 1.38375563595022e-07 2.18637916390197e-07 8.79959993498856e-08 9.48704316566692e-08 1.56335352384867e-07 1.50360210438136e-07 5.11966120130034e-08 3.07888134019025e-08
k127_20902460_1 1026 1.61691881014086e-07 2.03930474391227e-07 2.12601358760796e-07 1.213768406191e-07 8.89781913563204e-08 4.90745330307698e-07 1.18540793650765e-07 4.97761776838313e-08 1.31416996094396e-07 6.06241339463565e-08 1.07394724620774e-07 0 9.16576611105091e-08 0 1.59009393738325e-07 1.75991998699771e-07 4.26916942455011e-07 1.17251514288651e-07 1.837735905355e-07 3.32777978084522e-07 6.1577626803805e-08
k127_197648523_5 1101 0 0 0 0 5.93187942375469e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_112603806_2 504 0 0 2.12601358760796e-08 0 0 2.04477220961541e-08 0 0 2.19028326823994e-08 0 0 6.78307352375528e-08 6.87432458328818e-08 0 3.97523484345813e-08 2.19989998374714e-08 7.11528237425019e-08 1.17251514288651e-07 1.16946830340773e-07 0 3.07888134019025e-08
k127_99476479_1 2145 2.30988401448695e-08 0 0 0 0 0 5.92703968253827e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_119098099_1 597 1.38593040869217e-07 2.37918886789765e-07 8.50405435043184e-08 1.213768406191e-07 0 8.17908883846163e-08 0 0 0 0 0 2.71322940950211e-08 0 0 2.18637916390197e-07 0 1.66023255399171e-07 0 0 0 0
k127_223804354_6 798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_79860856_4 1281 6.92965204346084e-08 2.03930474391227e-07 2.12601358760796e-07 2.12409471083424e-07 0 6.13431662884622e-08 8.89055952380741e-08 1.49328533051494e-07 1.09514163411997e-07 6.06241339463565e-08 0 0 0 6.9187781797511e-08 7.95046968691627e-08 0 0 0 6.68267601947272e-08 5.11966120130034e-08 9.23664402057074e-08
k127_86424491_2 9630 0 0 4.25202717521592e-08 0 0 0 2.96351984126914e-07 9.95523553676627e-08 0 0 3.5798241540258e-08 0 4.58288305552545e-08 0 0 0 2.37176079141673e-08 5.86257571443253e-08 0 0 9.23664402057074e-08
k127_79860917_2 3642 4.61976802897389e-08 2.03930474391227e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.74352158283346e-08 0 3.34133800973636e-08 0 0
k127_79861253_2 1224 0 0 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 1.98761742172907e-08 0 0 0 0 0 0
k127_256472526_6 987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_256472551_1 4017 3.69581442317911e-07 1.05364078435467e-06 5.3150339690199e-07 1.3351452468101e-06 5.33869148137922e-07 9.81490660615395e-07 8.89055952380741e-08 2.73768977261072e-07 2.62833992188793e-07 5.05201116219637e-07 3.5798241540258e-06 1.35661470475106e-08 7.10346873606446e-07 7.38003005840118e-07 1.59009393738325e-07 6.59969995124142e-08 9.48704316566692e-08 2.73586866673518e-07 2.33893660681545e-07 2.55983060065017e-07 6.77353894841855e-06
k127_223806524_1 2772 3.39552950129581e-06 1.05364078435467e-06 1.06300679380398e-06 2.27581576160812e-06 2.63968634357084e-06 4.17133530761543e-06 1.62993591269802e-06 1.89149475198559e-06 1.42368412435596e-06 6.2644938411235e-07 4.43898195099199e-06 4.7481514666287e-07 8.02004534716955e-07 1.15312969662518e-06 1.03356105929911e-06 4.83977996424371e-07 4.26916942455011e-07 1.36793433336759e-06 1.13605492331036e-06 1.07512885227307e-06 1.262341349478e-06
k127_53616394_12 1128 2.30988401448695e-08 0 0 0 0 0 0 0 0 4.0416089297571e-08 0 0 0 0 0 0 0 0 0 0 0
k127_60227696_3 3807 4.61976802897389e-08 1.01965237195613e-07 1.70081087008637e-07 6.06884203095498e-08 1.18637588475094e-07 4.08954441923081e-08 0 0 0 0 0 0 0 0 1.19257045303744e-07 8.79959993498856e-08 9.48704316566692e-08 0 0 0 0
k127_60227696_6 1764 0 1.69942061992689e-07 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 1.38375563595022e-07 0 0 7.11528237425019e-08 0 0 0 0
k127_112608478_1 1662 0 6.79768247970756e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_223807689_4 681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_164944510_37 2718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.95419190481084e-08 0 0 0
k127_164944510_39 741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_145338630_1 1539 0 0 0 0 2.96593971187735e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_249987830_1 654 1.08564548680886e-06 7.47745072767831e-07 4.88983125149831e-07 4.85507362476398e-07 5.04209751019149e-07 6.33879384980776e-07 5.03798373015753e-07 4.47985599154482e-07 5.47570817059985e-07 4.0416089297571e-07 3.22184173862322e-07 3.93418264377806e-07 2.520585680539e-07 3.22876315055051e-07 2.18637916390197e-07 1.75991998699771e-07 3.08328902884175e-07 2.73586866673518e-07 2.00480280584181e-07 5.63162732143038e-07 9.23664402057074e-08
k127_236872662_1 1227 4.61976802897389e-08 0 8.50405435043184e-08 1.51721050773874e-07 1.48296985593867e-07 1.63581776769233e-07 2.96351984126914e-08 7.4664266525747e-08 6.57084980471982e-08 1.01040223243927e-07 4.65377140023354e-07 0 1.37486491665764e-07 6.9187781797511e-08 1.19257045303744e-07 4.39979996749428e-08 0 1.95419190481084e-08 6.68267601947272e-08 1.02393224026007e-07 4.61832201028537e-07
k127_47137401_31 1389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.34133800973636e-08 0 0
k127_79864391_1 1098 9.23953605794778e-08 3.0589571158684e-07 1.70081087008637e-07 3.03442101547749e-08 1.48296985593867e-07 4.08954441923081e-08 0 0 0 0 0 0 2.29144152776273e-08 0 0 6.59969995124142e-08 1.18588039570837e-07 3.90838380962169e-08 0 2.55983060065017e-08 0
k127_73250352_6 3819 2.30988401448695e-08 0 2.12601358760796e-08 0 0 2.04477220961541e-08 0 4.97761776838313e-08 0 0 0 2.71322940950211e-08 0 0 0 0 0 0 0 0 0
k127_151865520_16 6963 2.30988401448695e-07 4.18057472502015e-06 3.08271970203154e-05 6.06884203095498e-08 0 4.08954441923081e-08 0 0 1.09514163411997e-07 2.02080446487855e-08 0 8.13968822850634e-08 9.16576611105091e-08 3.92064096852562e-07 1.19257045303744e-07 0 6.80695347136602e-06 5.86257571443253e-07 3.34133800973636e-08 2.55983060065017e-07 0
k127_151865520_17 6651 4.61976802897389e-08 2.41317728029618e-06 2.510822046965e-05 0 0 0 0 4.97761776838313e-08 0 0 0 0 0 1.38375563595022e-07 0 0 3.08328902884175e-06 2.14961109529193e-07 3.34133800973636e-08 5.11966120130034e-08 0
k127_178021887_3 5496 0 2.71907299188302e-07 2.89137847914683e-06 0 0 8.17908883846163e-08 1.18540793650765e-07 2.14037564040475e-06 2.38740876238153e-06 6.08262143928443e-06 0 0 0 2.30625939325037e-07 4.17399658563104e-07 0 7.82681061167521e-07 7.4259292382812e-07 1.00240140292091e-07 0 0
k127_178021887_4 1437 0 3.39884123985378e-08 1.29686828844086e-06 0 0 0 8.89055952380741e-08 1.1199639978862e-06 8.10404809248778e-07 2.42496535785426e-06 0 0 0 0 1.78885567955616e-07 0 4.98069766197513e-07 4.88547976202711e-07 1.33653520389454e-07 0 0
k127_112610802_5 540 9.23953605794778e-07 7.13756660369294e-07 7.01584483910627e-07 6.67572623405048e-07 6.22847339494243e-07 5.5208849659616e-07 1.00759674603151e-06 8.21306931783217e-07 5.25667984377586e-07 6.46657428761136e-07 8.59157796966192e-07 6.10476617137975e-07 5.27031551385427e-07 8.99441163367643e-07 5.9628522651872e-07 8.13962993986441e-07 1.01985714030919e-06 5.86257571443253e-07 5.34614081557817e-07 5.37564426136536e-07 7.69720335047562e-07
k127_197656044_3 288 2.30988401448695e-08 1.01965237195613e-07 1.70081087008637e-07 9.10326304643247e-08 2.96593971187735e-08 4.08954441923081e-08 5.92703968253827e-08 0 0 0 5.3697362310387e-07 5.42645881900422e-08 0 0 3.97523484345813e-08 8.79959993498856e-08 1.42305647485004e-07 1.95419190481084e-08 1.67066900486818e-08 0 0
k127_197656044_5 1581 2.12509329332799e-06 6.79768247970756e-07 1.89215209297108e-06 1.30480103665532e-06 3.32185247730263e-06 3.31253097957696e-06 3.70439980158642e-06 2.43903270650773e-06 1.11704446680237e-06 4.24368937624495e-07 2.32688570011677e-06 2.03492205712658e-07 1.14572076388136e-07 2.30625939325037e-07 4.17399658563104e-07 1.09994999187357e-06 1.84997341730505e-06 5.47173733347036e-07 2.8401373082759e-07 1.04953054626657e-06 2.77099320617122e-07
k127_53619589_6 2181 0 0 0 0 0 2.04477220961541e-07 4.4452797619037e-07 4.97761776838313e-08 1.31416996094396e-07 0 0 0 1.14572076388136e-07 0 0 0 4.74352158283346e-08 0 1.33653520389454e-07 5.11966120130034e-08 0
k127_20911709_1 1116 0 3.39884123985378e-08 4.25202717521592e-08 0 0 2.04477220961541e-08 5.92703968253827e-08 0 0 0 0 8.13968822850634e-08 0 0 1.98761742172907e-08 2.19989998374714e-08 2.37176079141673e-08 0 0 2.55983060065017e-08 0
k127_184551905_1 1263 1.61691881014086e-07 4.07860948782454e-07 2.55121630512955e-07 9.10326304643247e-08 1.77956382712641e-07 2.04477220961541e-07 0 0 8.76113307295976e-08 0 0 6.78307352375528e-08 0 0 1.78885567955616e-07 1.75991998699771e-07 2.13458471227506e-07 1.17251514288651e-07 1.67066900486818e-08 0 0
k127_47140480_2 1506 1.38593040869217e-07 1.35953649594151e-07 2.76381766389035e-07 3.03442101547749e-07 2.66934574068961e-07 2.86268109346157e-07 4.14892777777679e-07 1.24440444209578e-07 1.31416996094396e-07 0 2.14789449241548e-07 2.71322940950211e-08 2.06229737498645e-07 5.76564848312592e-07 1.19257045303744e-07 3.29984997562071e-07 3.79481726626677e-07 1.17251514288651e-07 5.01200701460454e-08 5.11966120130034e-08 4.31043387626635e-07
k127_178024273_1 984 3.23383762028172e-07 3.0589571158684e-07 1.27560815256478e-07 9.10326304643247e-08 1.77956382712641e-07 1.0223861048077e-07 5.92703968253827e-08 0 0 0 0 0 2.29144152776273e-08 0 9.93808710864533e-08 6.59969995124142e-08 7.11528237425019e-08 0 0 1.02393224026007e-07 0
k127_27484022_8 1092 0 1.01965237195613e-07 8.50405435043184e-08 0 0 4.08954441923081e-08 8.89055952380741e-08 0 0 4.0416089297571e-08 0 0 0 0 0 0 7.11528237425019e-08 1.95419190481084e-08 0 0 0
k127_66743829_2 1011 1.15494200724347e-07 1.35953649594151e-07 1.70081087008637e-07 2.73097891392974e-07 5.04209751019149e-07 2.04477220961541e-07 2.96351984126914e-07 3.48433243786819e-07 1.53319828776796e-07 8.0832178595142e-08 3.5798241540258e-08 5.42645881900422e-08 1.37486491665764e-07 3.45938908987555e-07 1.39133219521035e-07 1.75991998699771e-07 2.84611294970008e-07 1.36793433336759e-07 1.50360210438136e-07 3.58376284091024e-07 0
k127_217303407_1 2346 3.5572213823099e-06 1.22358284634736e-06 1.08426692968006e-06 1.42617787727442e-06 2.87696152052103e-06 2.57641298411541e-06 1.09650234126958e-06 1.56794959704069e-06 1.35797562630876e-06 4.0416089297571e-07 3.43663118786477e-06 1.35661470475106e-07 9.16576611105091e-07 1.01475413303016e-06 1.09318958195099e-06 5.05976996261842e-07 5.92940197854183e-07 1.03572170954975e-06 6.68267601947272e-07 1.07512885227307e-06 9.85242028860879e-07
k127_171567827_2 2151 7.85360564925562e-07 2.71907299188302e-07 8.07885163291025e-07 2.73097891392974e-07 2.96593971187735e-07 7.565657175577e-07 8.89055952380741e-07 5.22649865680229e-07 3.7234815560079e-07 3.63744803678139e-07 3.5798241540258e-07 2.71322940950211e-08 1.83315322221018e-07 5.99627442245096e-07 5.56532878084139e-07 5.05976996261842e-07 4.03199334540844e-07 1.95419190481084e-07 3.17427110924954e-07 9.47137322240563e-07 6.1577626803805e-08
k127_125663147_2 888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_230301344_4 195 4.61976802897389e-08 0 0 0 5.93187942375469e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_138719306_3 1212 4.61976802897389e-08 0 4.25202717521592e-08 0 0 0 2.96351984126914e-08 4.97761776838313e-08 0 4.0416089297571e-08 1.43192966161032e-07 0 0 0 3.97523484345813e-08 4.39979996749428e-08 0 0 1.67066900486818e-08 0 0
k127_191082603_1 612 4.61976802897389e-08 1.69942061992689e-07 7.65364891538866e-07 1.213768406191e-07 0 2.04477220961541e-08 2.96351984126914e-08 8.21306931783217e-07 6.35182147789583e-07 1.43477117006377e-06 0 0 2.29144152776273e-08 1.15312969662518e-07 3.97523484345813e-08 1.09994999187357e-07 2.6089368705584e-07 4.49464138106494e-07 8.3533450243409e-08 0 0
k127_210709824_8 2250 0 0 0 0 0 0 0 0 0 0 0 2.71322940950211e-08 0 0 0 0 0 0 0 0 0
k127_53624645_1 1617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_79871451_3 261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_34049860_3 1140 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.84732880411415e-07
k127_66746501_1 1602 8.5465708536017e-07 1.15560602155028e-06 8.50405435043184e-08 5.76539992940723e-07 1.33467287034481e-06 1.69716093398079e-06 5.92703968253827e-07 1.49328533051494e-06 3.94250988283189e-07 3.83952848326924e-07 5.72771864644128e-07 3.12021382092743e-07 9.85319856937973e-07 7.14940411907614e-07 2.9814261325936e-07 4.61978996586899e-07 9.48704316566692e-08 7.81676761924337e-08 4.51080631314408e-07 5.88761038149539e-07 2.4631050721522e-07
k127_145346960_11 1674 0 0 0 6.06884203095498e-08 0 0 0 4.97761776838313e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_145347630_5 1914 2.30988401448695e-08 0 0 0 0 4.08954441923081e-08 0 0 0 0 0 2.71322940950211e-08 0 0 7.95046968691627e-08 0 1.42305647485004e-07 0 0 0 0
k127_204211202_4 7944 8.315582452153e-07 2.03930474391227e-07 1.06300679380398e-07 6.97916833559822e-07 1.27535407610726e-06 2.86268109346157e-07 5.92703968253827e-08 4.97761776838313e-08 3.28542490235991e-07 1.01040223243927e-07 3.93780656942838e-07 1.07172561675333e-06 3.20801813886782e-07 4.3818928471757e-07 1.98761742172907e-08 2.19989998374714e-07 0 0 6.68267601947272e-08 4.60769508117031e-07 1.2315525360761e-07
k127_204211319_2 1377 0 1.01965237195613e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.11528237425019e-08 3.90838380962169e-08 0 0 0
k127_249996332_3 1467 4.61976802897389e-08 1.01965237195613e-07 0 0 0 0 5.92703968253827e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_158421734_1 1452 6.92965204346084e-08 0 2.55121630512955e-07 3.33786311702524e-07 2.96593971187735e-08 4.08954441923081e-08 8.89055952380741e-08 4.97761776838313e-08 6.57084980471982e-08 1.01040223243927e-07 2.86385932322064e-07 0 9.16576611105091e-08 2.30625939325037e-07 0 4.39979996749428e-08 0 0 6.68267601947272e-08 0 1.2007637226742e-06
k127_40601868_1 1404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_236882980_2 2286 0 0 0 0 0 0 0 0 0 0 0 0 4.58288305552545e-08 0 0 0 0 0 0 0 0
k127_249998036_3 3174 4.78145990998798e-06 1.09102803799306e-05 1.48820951132557e-06 6.06884203095498e-06 3.61844644849036e-06 4.23267847390389e-06 3.0820606349199e-06 3.08612301639754e-06 1.06666795163285e-05 6.38574210901622e-06 1.16702267421241e-05 0 1.20988112665872e-05 1.02859168938966e-05 4.11436806297917e-06 7.72164894295246e-06 1.66023255399171e-07 1.13343130479029e-06 9.85694712872226e-07 1.79188142045512e-06 4.6398741796667e-05
k127_210714176_2 282 2.30988401448695e-08 1.35953649594151e-07 2.12601358760796e-08 1.82065260928649e-07 1.48296985593867e-07 1.22686332576924e-07 5.92703968253827e-08 2.48880888419157e-08 6.57084980471982e-08 1.01040223243927e-07 7.1596483080516e-08 0 0 4.61251878650074e-08 3.97523484345813e-08 2.19989998374714e-08 2.37176079141673e-08 1.17251514288651e-07 1.67066900486818e-08 1.5358983603901e-07 6.1577626803805e-08
k127_14443829_2 1908 1.33973272840243e-06 1.18959443394882e-06 5.95283804530229e-07 2.24547155145334e-06 1.30501347322603e-06 1.55402687930771e-06 1.92628789682494e-06 8.46195020625133e-07 1.09514163411997e-06 1.07102636638563e-06 4.65377140023354e-07 8.13968822850634e-08 3.89545059719664e-07 1.08394191482767e-06 1.37145602099306e-06 3.29984997562071e-06 2.01599667270422e-06 7.23051004780012e-07 7.18387672093317e-07 1.68948819642911e-06 2.4631050721522e-07
k127_119114364_2 489 1.38593040869217e-07 6.79768247970756e-08 0 0 0 2.04477220961541e-08 0 4.97761776838313e-08 8.76113307295976e-08 8.0832178595142e-08 0 1.35661470475106e-08 0 4.61251878650074e-08 1.98761742172907e-08 0 0 0 0 5.11966120130034e-08 3.07888134019025e-08
k127_230306933_1 1215 0 0 0 0 0 0 0 3.48433243786819e-07 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_230307409_12 1860 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_125670493_2 510 0 0 0 0 0 0 0 0 2.19028326823994e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_145352831_1 2823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_184561267_1 1896 1.61691881014086e-07 1.35953649594151e-07 2.55121630512955e-07 0 0 6.13431662884622e-08 8.89055952380741e-08 0 0 2.02080446487855e-08 0 0 0 0 1.98761742172907e-08 1.09994999187357e-07 1.66023255399171e-07 3.90838380962169e-08 0 5.11966120130034e-08 0
k127_92955200_2 3165 3.23383762028172e-07 0 0 0 0 0 2.07446388888839e-07 9.95523553676627e-08 6.57084980471982e-08 4.0416089297571e-08 7.1596483080516e-08 1.35661470475106e-08 4.58288305552545e-08 0 1.98761742172907e-08 0 0 0 0 5.11966120130034e-08 6.1577626803805e-08
k127_40606884_2 363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.98761742172907e-08 0 0 0 0 0 0
k127_40606884_3 693 2.30988401448695e-08 0 0 0 0 2.04477220961541e-08 0 0 0 0 0 0 0 0 0 4.39979996749428e-08 0 0 0 0 0
k127_47150618_5 1773 0 0 0 0 0 0 0 2.48880888419157e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_60244165_3 2253 9.23953605794778e-08 0 0 0 0 2.04477220961541e-08 5.63068769841136e-07 0 4.38056653647988e-07 0 0 0 9.16576611105091e-08 4.61251878650074e-08 0 4.39979996749428e-08 0 0 3.34133800973636e-08 3.32777978084522e-07 0
k127_60244165_6 1803 0 1.35953649594151e-07 0 0 0 8.17908883846163e-08 7.70515158729975e-07 0 6.57084980471982e-08 0 0 0 9.16576611105091e-08 0 0 0 0 0 0 0 0
k127_125674378_1 690 2.30988401448695e-08 2.37918886789765e-07 4.25202717521592e-08 3.03442101547749e-08 4.74550353900375e-07 8.17908883846163e-08 5.92703968253827e-08 0 0 0 0 0 2.29144152776273e-08 0 7.95046968691627e-08 2.19989998374714e-08 1.18588039570837e-07 3.90838380962169e-08 1.67066900486818e-08 0 0
k127_230311812_7 1116 0 0 4.25202717521592e-08 0 0 0 0 0 0 0 3.5798241540258e-08 5.42645881900422e-08 0 4.61251878650074e-08 0 2.19989998374714e-08 0 0 1.67066900486818e-08 0 0
k127_132192320_3 1419 0 0 0 0 0 0 0 0 0 0 0 0 2.29144152776273e-08 0 0 0 0 0 0 0 0
k127_256491774_6 516 0 3.39884123985378e-08 4.25202717521592e-08 6.06884203095498e-08 0 0 0 0 0 0 0 0 2.29144152776273e-08 0 0 0 0 0 0 0 0
k127_178038977_1 633 2.30988401448695e-07 6.79768247970756e-08 0 1.51721050773874e-07 8.89781913563204e-08 2.65820387250003e-07 2.96351984126914e-08 2.48880888419157e-08 1.97125494141595e-07 1.41456312541498e-07 0 1.58723920455874e-06 6.87432458328818e-08 2.5368853325754e-07 3.18018787476651e-07 2.19989998374714e-08 7.11528237425019e-08 9.77095952405422e-08 6.68267601947272e-08 4.60769508117031e-07 0
k127_86449411_2 876 3.46482602173042e-07 8.83698722361983e-07 6.37804076282388e-08 6.06884203095498e-07 6.8216613373179e-07 6.74774829173084e-07 5.33433571428444e-07 4.47985599154482e-07 1.11704446680237e-06 6.46657428761136e-07 2.86385932322064e-07 4.06984411425317e-07 6.64518043051191e-07 3.02119980515798e-06 6.55913749170592e-07 1.45193398927311e-06 1.89740863313338e-07 3.32212623817843e-07 9.3557464272618e-07 3.58376284091024e-07 2.77099320617122e-07
k127_230314345_1 1689 2.93355269839842e-06 1.32554808354297e-06 4.18824676758768e-06 3.67164942872776e-06 3.73708403696546e-06 3.2920832574808e-06 3.64512940476104e-06 3.40966817134245e-06 4.59959486330387e-06 2.00059642022976e-06 4.65377140023354e-07 2.4419064685519e-07 1.97063971387595e-06 1.8911327024653e-06 3.418701965374e-06 1.34193899008575e-06 1.49420929859254e-06 2.03235958100328e-06 2.10504294613391e-06 8.70342404221058e-07 7.08142708243757e-07
k127_184567887_3 2133 4.61976802897389e-08 6.79768247970756e-08 0 0 0 8.17908883846163e-08 0 0 0 0 0 0 0 0 0 4.39979996749428e-08 0 0 0 0 0
k127_7850225_2 1686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_20930866_47 1128 0 0 4.25202717521592e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_99503194_5 1470 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_191097996_2 2442 2.30988401448695e-07 7.47745072767831e-07 3.61422309893353e-07 1.213768406191e-06 2.96593971187735e-07 5.31640774500006e-07 1.48175992063457e-07 1.99104710735325e-07 7.4469631120158e-07 3.23328714380568e-07 2.11209625087522e-06 0 5.041171361078e-07 5.53502254380088e-07 1.39133219521035e-07 1.31993999024828e-07 4.74352158283346e-08 9.77095952405422e-08 4.51080631314408e-07 2.55983060065017e-07 3.47913591441498e-06
k127_138736219_2 1140 5.08174483187128e-07 3.39884123985378e-07 4.25202717521592e-08 0 0 1.43134054673078e-07 2.37081587301531e-07 5.22649865680229e-07 2.84736824871192e-07 5.25409160868423e-07 1.43192966161032e-07 2.71322940950211e-07 7.79090119439327e-07 1.38375563595022e-07 2.78266439042069e-07 6.3797099528667e-07 2.37176079141673e-08 2.73586866673518e-07 7.18387672093317e-07 4.86367814123533e-07 9.23664402057074e-08
k127_40616458_1 4794 8.77755925505039e-07 8.49710309963445e-07 5.3150339690199e-07 2.15443892098902e-06 1.09739769339462e-06 2.39238348525003e-06 2.60789746031684e-06 8.95971198308964e-07 8.76113307295976e-07 8.89153964546562e-07 3.5798241540258e-07 2.34694343921933e-06 9.16576611105091e-07 4.61251878650074e-07 9.14304013995371e-07 1.36393798992323e-06 5.69222589940015e-07 7.4259292382812e-07 6.01440841752545e-07 1.15192377029258e-06 2.4631050721522e-07
k127_125681796_1 981 2.30988401448695e-07 1.35953649594151e-07 1.06300679380398e-07 0 5.93187942375469e-08 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 4.74352158283346e-08 3.90838380962169e-08 0 0 0
k127_125681796_3 1611 2.54087241593564e-07 4.75837773579529e-07 2.97641902265114e-07 9.10326304643247e-08 8.89781913563204e-08 2.04477220961541e-07 1.77811190476148e-07 0 6.57084980471982e-08 0 0 0 4.58288305552545e-08 0 1.98761742172907e-07 4.39979996749428e-08 4.50634550369179e-07 9.77095952405422e-08 0 0 0
k127_99505717_1 879 0 0 0 3.03442101547749e-08 8.89781913563204e-08 0 0 0 0 0 3.5798241540258e-08 1.35661470475106e-08 0 2.30625939325037e-08 1.98761742172907e-08 2.19989998374714e-08 0 0 0 0 0
k127_27505242_2 1770 1.15494200724347e-07 5.09826185978067e-07 1.70081087008637e-07 3.03442101547749e-08 0 2.45372665153849e-07 2.96351984126914e-08 0 0 4.0416089297571e-08 0 0 0 2.30625939325037e-08 1.19257045303744e-07 2.19989998374714e-08 2.13458471227506e-07 0 5.01200701460454e-08 0 0
k127_243448354_1 1182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.39979996749428e-08 0 0 0 0 0
k127_210728444_1 4290 2.30988401448695e-08 6.45779835572218e-07 8.50405435043184e-08 7.58605253869372e-07 2.37275176950188e-07 0 1.18540793650765e-07 7.4664266525747e-08 8.76113307295976e-08 0 2.75646459859987e-06 0 2.520585680539e-07 2.76751127190044e-07 0 8.79959993498856e-08 4.74352158283346e-08 2.34503028577301e-07 5.01200701460454e-08 0 4.9262101443044e-07
k127_184572986_3 2187 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
